"src","tgt"
"<en> Everybody likes you.","<es> A todos les agradas."
"<en> Everybody loves Tom.","<es> Todo el mundo quiere a Tom."
"<en> Everybody loves her.","<es> Todos la aman."
"<en> Everybody loves her.","<es> Todo el mundo la quiere."
"<en> Everybody loves him.","<es> Todos lo aman."
"<en> Everybody needs one.","<es> Todos necesitan uno."
"<en> Everybody wants Tom.","<es> Nadie quiere a Tom."
"<en> Everybody's talking.","<es> Todos están hablando."
"<en> Everyone has faults.","<es> Todos tienen defectos."
"<en> Everyone knows that.","<es> Todos saben eso."
"<en> Everyone likes them.","<es> A todos les agradan."
"<en> Everyone was hungry.","<es> Todos tenían hambre."
"<en> Everyone was hungry.","<es> Todos estaban hambrientos."
"<en> Everyone's laughing.","<es> Todo el mundo está riéndose."
"<en> Everyone. Listen up.","<es> Oigan todos."
"<en> Everything is clear.","<es> Todo está claro."
"<en> Everything is ready.","<es> Todo está listo."
"<en> Everything is ready.","<es> Todo está preparado."
"<en> Everything was easy.","<es> Todo era fácil."
"<en> Everything's ruined.","<es> Todo está arruinado."
"<en> Evil sometimes wins.","<es> El mal a veces gana."
"<en> Excuse me, I'm lost.","<es> Perdone, me he perdido."
"<en> Few people think so.","<es> Pocas personas piensan así."
"<en> Fish is cheap today.","<es> Hoy en día, el pescado está barato."
"<en> Forget about it, OK?","<es> Olvídate de eso, ¿vale?"
"<en> Forget your sorrows.","<es> Olvidá tus dolores."
"<en> Freedom is not free.","<es> La libertad no es gratis."
"<en> French is difficult.","<es> El francés es difícil."
"<en> Gambling is illegal.","<es> Apostar está prohibido."
"<en> Gambling is illegal.","<es> Apostar es ilegal."
"<en> Get Tom out of here.","<es> Saca a Tom de aquí."
"<en> Get Tom to help you.","<es> Haz que Tom te ayude."
"<en> Get a ticket for me.","<es> Consígueme un tiquete."
"<en> Get away from there.","<es> Aléjate de allí."
"<en> Get back in the car.","<es> Regresa al auto."
"<en> Get back in the car.","<es> Vuelve al auto."
"<en> Get down from there.","<es> Bájate de ahí."
"<en> Get dressed quickly.","<es> Vístete rápido."
"<en> Get everyone inside.","<es> Haz que todos entren."
"<en> Get her out of here.","<es> Sácala de aquí."
"<en> Get it away from me.","<es> Aléjenlo de mí."
"<en> Get lost, you creep.","<es> Púdrete, mamón."
"<en> Get me an ambulance.","<es> Tráiganme una ambulancia."
"<en> Get me another beer.","<es> Tráeme otra cerveza."
"<en> Get me the evidence.","<es> Tráeme la evidencia."
"<en> Get off my property.","<es> Fuera de mi propiedad."
"<en> Get out of my house.","<es> Sal de mi casa."
"<en> Get out of my house.","<es> Vete de mi casa."
"<en> Get out of my house.","<es> Abandona esta casa."
"<en> Get out of my sight.","<es> Sal de mi vista."
"<en> Get used to it, Tom.","<es> Acostúmbrate, Tom."
"<en> Give Tom his change.","<es> Dale a Tom su vuelto."
"<en> Give Tom my regards.","<es> Mandale saludos a Tomás de mi parte."
"<en> Give him my regards.","<es> Salúdalo de mi parte."
"<en> Give him my regards.","<es> Déle recuerdos de mi parte."
"<en> Give him my regards.","<es> Dale mis saludos."
"<en> Give it back to her.","<es> Devuélveselo."
"<en> Give it back to him.","<es> Devuélveselo."
"<en> Give me a cigarette.","<es> Dame un cigarro."
"<en> Give me a cigarette.","<es> Dame un cigarrillo."
"<en> Give me a toothpick.","<es> Dame un palillo."
"<en> Give me back my bag.","<es> Devuélveme mi bolsa."
"<en> Give me back my bag.","<es> Devuélveme mi mochila."
"<en> Give me back my bag.","<es> Devuélveme mi bolso."
"<en> Give me ten minutes.","<es> Dame diez minutos."
"<en> Give that cat to us.","<es> Danos ese gato."
"<en> Give them my number.","<es> Dales mi número."
"<en> Glass breaks easily.","<es> El cristal se rompe con facilidad."
"<en> Go and wake Mary up.","<es> Vete a despertar a Mary."
"<en> Go and wake up Mary.","<es> Ve y despierta a Mary."
"<en> Go back to your bed.","<es> Vuelve a tu cama."
"<en> Go back to your bed.","<es> Regresen a su cama."
"<en> Go brush your teeth.","<es> Andá a lavarte los dientes."
"<en> Go brush your teeth.","<es> Ve a cepillarte los dientes."
"<en> Go brush your teeth.","<es> Ve a lavarte los dientes."
"<en> Go brush your teeth.","<es> Andá a cepillarte los dientes."
"<en> Go brush your teeth.","<es> Váyanse a cepillarse los dientes."
"<en> Go brush your teeth.","<es> Váyanse a lavar los dientes."
"<en> Go jump in the lake.","<es> Anda y tírate al lago."
"<en> Go jump in the lake.","<es> Vete a hacer gárgaras."
"<en> Go to your room now!","<es> ¡Vete a tu habitación ahora mismo!"
"<en> Go to your room now!","<es> ¡Vete a tu habitación ya!"
"<en> God is always right.","<es> Dios siempre tiene la razón."
"<en> Hand in your papers.","<es> Entrega tus papeles."
"<en> Hand in your papers.","<es> Entreguen sus hojas."
"<en> Has Tom gone insane?","<es> ¿Tom se volvió loco?"
"<en> Has he failed again?","<es> ¿Fracasó de nuevo?"
"<en> Has he gone already?","<es> ¿Ya se ha ido?"
"<en> Has he returned yet?","<es> ¿Él ya volvió?"
"<en> Hatred is our enemy.","<es> El odio es nuestro enemigo."
"<en> Have a beer with me.","<es> Tomá una cerveza conmigo."
"<en> Have a good weekend.","<es> Pasa un buen fin de semana."
"<en> Have a nice holiday.","<es> Ten unas buenas vacaciones."
"<en> Have a nice weekend!","<es> Que tengas un buen fin de semana."
"<en> Have a nice weekend.","<es> Ten un buen fin de semana."
"<en> Have a nice weekend.","<es> Que tengas un buen fin de semana."
"<en> Have a seat, please.","<es> Tome asiento, por favor."
"<en> Have dinner with us.","<es> Cená con nosotros."
"<en> Have you been there?","<es> ¿Has estado allí?"
"<en> Have you watched it?","<es> ¿Lo has visto?"
"<en> He accepted my idea.","<es> Él aceptó mi idea."
"<en> He accepted the job.","<es> Él aceptó el trabajo."
"<en> He appeared at last.","<es> Por fin apareció."
"<en> He asked for a beer.","<es> Pidió una cerveza."
"<en> He bought a thimble.","<es> Él compró un dedal."
"<en> He bought her a dog.","<es> Él le compró un perro a ella."
"<en> He broke the window.","<es> Él rompió la ventana."
"<en> He burst into tears.","<es> Él rompió a llorar."
"<en> He came home at ten.","<es> Volvió a casa a las diez."
"<en> He came to my house.","<es> Él vino a mi casa."
"<en> He can hardly speak.","<es> Apenas puede hablar."
"<en> He can play a flute.","<es> Sabe tocar la flauta."
"<en> He can't be trusted.","<es> No se puede confiar en él."
"<en> He cannot sing well.","<es> Él no sabe cantar bien."
"<en> He cannot sing well.","<es> Él no canta bien."
"<en> He cannot stop them.","<es> No puede pararlos."
"<en> He changed his mind.","<es> Él cambió de idea."
"<en> He changed his name.","<es> Él se cambió el nombre."
"<en> He chased the thief.","<es> Él persiguió al ladrón."
"<en> He climbed Mt. Fuji.","<es> Él escaló el monte Fuji."
"<en> He comes from Genoa.","<es> Él viene de Génova."
"<en> He comes from Wales.","<es> Él viene de Gales."
"<en> He commited suicide.","<es> Él se suicidó."
"<en> He denied that fact.","<es> Él negó ese hecho."
"<en> He designed the car.","<es> Él diseñó el coche."
"<en> He did it for money.","<es> Él lo hizo por dinero."
"<en> He did not want war.","<es> Él no quería la guerra."
"<en> He did the opposite.","<es> Hizo lo contrario."
"<en> He didn't know that.","<es> Él no lo sabía."
"<en> He does not like us.","<es> No le gustamos."
"<en> He entered his room.","<es> Él entró en su habitación."
"<en> He entered the room.","<es> Él entró en la habitación."
"<en> He failed after all.","<es> Él fracasó a pesar de todo."
"<en> He feels very happy.","<es> Él se siente muy feliz."
"<en> He felt very lonely.","<es> Él se sentía muy solo."
"<en> He flew into a rage.","<es> Él montó en cólera."
"<en> He gave a deep sigh.","<es> Él suspiró profundamente."
"<en> He gave me an apple.","<es> Él me dio una manzana."
"<en> He gave me his word.","<es> Él me dio su palabra."
"<en> He gets up at seven.","<es> Se levanta a las siete."
"<en> He gets up at seven.","<es> Él se levanta a las 7."
"<en> He got on the train.","<es> Él se subió al tren."
"<en> He got rich quickly.","<es> Se enriqueció de repente."
"<en> He grabbed her hand.","<es> Él le agarró la mano."
"<en> He greeted the lady.","<es> Él saludó a la dama."
"<en> He had already gone.","<es> Él ya se había ido."
"<en> He had fun with her.","<es> Él se divirtió con ella."
"<en> He had just arrived.","<es> Él acababa de llegar."
"<en> He had just arrived.","<es> Acababa de llegar."
"<en> He had one daughter.","<es> Él tenía una hija."
"<en> He has a deep voice.","<es> Él tiene una voz profunda."
"<en> He has a loud voice.","<es> Él tiene una voz fuerte."
"<en> He has a nose bleed.","<es> Le sangra la nariz."
"<en> He has a round face.","<es> Él tiene la cara redonda."
"<en> He has acted wisely.","<es> Él ha actuado sabiamente."
"<en> He has enough money.","<es> Él tiene suficiente dinero."
"<en> He has his own room.","<es> Él tiene su habitación propia."
"<en> He has little money.","<es> Él tiene poco dinero."
"<en> He has ten children.","<es> Él tiene diez niños."
"<en> He has two Picassos.","<es> Él tiene dos Picassos."
"<en> He hates air travel.","<es> Odia viajar en avión."
"<en> He hates air travel.","<es> Odia los viajes en avión."
"<en> He held her tightly.","<es> Él la sostuvo firmemente."
"<en> He is a born artist.","<es> Él es un artista nato."
"<en> He is a fish dealer.","<es> Él es un pescadero."
"<en> He is a good doctor.","<es> Él es un buen doctor."
"<en> He is a good fellow.","<es> Él es un buen compañero."
"<en> He is a good singer.","<es> Él es un buen cantante."
"<en> He is a good writer.","<es> Él es un buen escritor."
"<en> He is a jealous man.","<es> Él es un hombre celoso."
"<en> He is a kind person.","<es> Él es una persona amable."
"<en> He is a naughty boy.","<es> Él es un niño travieso."
"<en> He is a rude person.","<es> Él es una persona grosera."
"<en> He is always joking.","<es> Siempre está bromeando."
"<en> He is an aristocrat.","<es> Él es un aristócrata."
"<en> He is at his office.","<es> Él está en su oficina."
"<en> He is at home today.","<es> Él está en casa hoy."
"<en> He is clever indeed.","<es> Él es inteligente efectivamente."
"<en> He is doing penance.","<es> Está haciendo penitencia."
"<en> He is easy to reach.","<es> Él es fácil de alcanzar."
"<en> He is far from rich.","<es> Está lejos de ser rico."
"<en> He is mad about you.","<es> Él está loco por vos."
"<en> He is mad about you.","<es> Él está loco por ti."
"<en> He is mad about you.","<es> Está loco por ti."
"<en> He is over 80 kilos.","<es> Él supera los 80 kilos."
"<en> He is overconfident.","<es> Es soberbio."
"<en> He is overconfident.","<es> Es arrogante."
"<en> He is probably busy.","<es> Estará ocupado."
"<en> He is taking a walk.","<es> Él está dando un paseo."
"<en> He is too sensitive.","<es> Es demasiado sensible."
"<en> He is very busy now.","<es> Él está muy ocupado ahora."
"<en> He is very handsome.","<es> Él es muy guapo."
"<en> He is very talented.","<es> Es muy talentoso."
"<en> He is very talented.","<es> Él tiene mucho talento."
"<en> He is washing a car.","<es> Está lavando un auto."
"<en> He is wearing a hat.","<es> Él lleva sombrero."
"<en> He kept his promise.","<es> Él mantuvo su promesa."
"<en> He knows everything.","<es> Él lo sabe todo."
"<en> He knows everything.","<es> Sabe todo."
"<en> He knows who she is.","<es> Sabe quién es."
"<en> He knows who we are.","<es> Sabe quiénes somos."
"<en> He lacks experience.","<es> Le falta experiencia."
"<en> He led a sober life.","<es> Él llevó una vida sobria."
"<en> He left a while ago.","<es> Se fue hace un rato."
"<en> He left an hour ago.","<es> Se fue hace una hora."
"<en> He left immediately.","<es> Se fue inmediatamente."
"<en> He likes adventures.","<es> Le gustan las aventuras."
"<en> He likes cantaloupe.","<es> Le gusta el melón."
"<en> He lives by himself.","<es> Él vive solo."
"<en> He lives in Cardiff.","<es> Él vive en Cardiff."
"<en> He lives in Morocco.","<es> Él vive en Marruecos."
"<en> He lives in his car.","<es> Vive en su coche."
"<en> He lives next to me.","<es> Él vive junto a mi casa."
"<en> He looks like a bug.","<es> Parece un insecto."
"<en> He looks suspicious.","<es> Él luce sospechoso."
"<en> He loved the change.","<es> A él le encantó el cambio."
"<en> He loves the tigers.","<es> Le encantan los tigres."
"<en> He made no response.","<es> Él no dio una respuesta."
"<en> He may have said so.","<es> Él puede haber dicho eso."
"<en> He may have seen it.","<es> Puede que él lo haya visto."
"<en> He may not be happy.","<es> Tal vez él no sea feliz."
"<en> He muttered a curse.","<es> El masculló una maldición."
"<en> He never loses hope.","<es> Nunca pierde la esperanza."
"<en> He never stays long.","<es> Él nunca se queda por mucho."
"<en> He often comes late.","<es> Suele venir tarde."
"<en> He often watches TV.","<es> Ve televisión a menudo."
"<en> He opened the cages.","<es> Él abrió las jaulas."
"<en> He popped the trunk.","<es> Abrió el maletero."
"<en> He ran for his life.","<es> Él corrió por su vida."
"<en> He ran out of money.","<es> Él se quedó sin dinero."
"<en> He reached his goal.","<es> Él alcanzó su meta."
"<en> He refused to do so.","<es> Él se negó a hacer eso."
"<en> He runs a shoe shop.","<es> Él administra una zapatería."
"<en> He said he was poor.","<es> Él dijo que era pobre."
"<en> He sat in the chair.","<es> Se sentó en la silla."
"<en> He saw he was wrong.","<es> Vio que estaba equivocado."
"<en> He seemed to be ill.","<es> Él se veía enfermo."
"<en> He seemed to be ill.","<es> Él parecía enfermo."
"<en> He seems to know us.","<es> Él parece conocernos."
"<en> He set off to Paris.","<es> Él partió a París."
"<en> He shined his shoes.","<es> Él lustró sus zapatos."
"<en> He should have come.","<es> Debería haber venido."
"<en> He should thank you.","<es> Él debería agradecerle."
"<en> He should thank you.","<es> Debería darte las gracias."
"<en> He showed me around.","<es> Él me mostró la zona."
"<en> He signed the check.","<es> Él firmó el cheque."
"<en> He slept in the car.","<es> Él durmió en el coche."
"<en> He slept in the car.","<es> Durmió en el coche."
"<en> He speaks very fast.","<es> Él habla muy rápido."
"<en> He stopped to smoke.","<es> Él se paró para fumar."
"<en> He took a short cut.","<es> Él tomó un atajo."
"<en> He took off his hat.","<es> Él se quitó el sombrero."
"<en> He took out one egg.","<es> Él sacó un huevo."
"<en> He turned Christian.","<es> Se convirtió al cristianismo."
"<en> He turned Christian.","<es> Se hizo cristiano."
"<en> He used to love her.","<es> Él solía amarla."
"<en> He used to love her.","<es> Él una vez la amó."
"<en> He walked up to her.","<es> Él se acercó a ella."
"<en> He was at the store.","<es> Él estaba en la tienda."
"<en> He was born in 1960.","<es> Él nació en 1960."
"<en> He was born in Ohio.","<es> Él nació en Ohio."
"<en> He was buried alive.","<es> Lo enterraron vivo."
"<en> He was disappointed.","<es> Él estaba decepcionado."
"<en> He was in the queue.","<es> Él estaba en la lista de espera."
"<en> He was made captain.","<es> Lo nombraron capitán."
"<en> He was shy at first.","<es> Al principio él era tímido."
"<en> He was sound asleep.","<es> Él estaba profundamente dormido."
"<en> He was the only man.","<es> Él era el único hombre."
"<en> He was very excited.","<es> Él estaba terriblemente emocionado."
"<en> He was very nervous.","<es> Estaba muy nervioso."
"<en> He was very patient.","<es> Él era muy paciente."
"<en> He went to the shop.","<es> Ha ido a la tienda."
"<en> He will be punished.","<es> Él será castigado."
"<en> He will defeat them.","<es> Él los derrotará."
"<en> He will do his best.","<es> Él hizo su mejor esfuerzo."
"<en> He will not approve.","<es> Él no lo aprobará."
"<en> He will not say yes.","<es> Él no dirá que sí."
"<en> He will regret this.","<es> Se arrepentirá de esto."
"<en> He won't believe it.","<es> Él no se lo creerá."
"<en> He worked very hard.","<es> Él trabajó muy duro."
"<en> He works in the lab.","<es> Él trabaja en el laboratorio."
"<en> He wouldn't give in.","<es> No cedió en su empeño."
"<en> He wouldn't give in.","<es> No se iba a rendir."
"<en> He wrote one letter.","<es> Él escribió una letra."
"<en> He wrote one letter.","<es> Él escribió una carta."
"<en> He'll be here again.","<es> Él estará aquí de nuevo."
"<en> He'll get well soon.","<es> Él se mejorará pronto."
"<en> He'll return at six.","<es> Volverá a las seis."
"<en> He's a ghost hunter.","<es> Es un cazafantasmas."
"<en> He's a great kisser.","<es> Él besa muy bien."
